corr_width_vs_ambiguity,corr_width_vs_abs_error,corr_width_vs_knn_dist,corr_width_vs_inv_eps_count,mean_width,mean_abs_error,mean_ambiguity,mean_knn_dist,mean_eps_count,brier_vs_true_distribution,experiment,corr_width_vs_sd_mid,mean_sd_mid_across_resamples
0.33183685571369625,0.40889656814254643,0.24800061552809724,0.23565954670931483,0.0432014647701624,0.07204972600705306,0.23326602188867138,0.00947508318587769,66.31875,0.1275837173536579,A_ambiguity_only,,
-0.43612021372207227,-0.5861524499462436,0.2574608732400178,0.11150932309748399,0.07175693016523713,0.057955350015714974,0.23326602188867138,0.01476285748417295,25.3725,0.12344616865019352,B_support_imprecision,,
,,,,0.07142857142857144,,,,,0.2500755555555556,C_resampling_ncal_50,,0.12173514054883429
,-0.1777206451526829,,,0.15640985874475846,,,,,0.12362813729965984,C_resampling_ncal_100,0.9126883391604025,0.11314817537019271
,-0.24560221603101276,,,0.1045048565120953,,,,,0.12340106819524418,C_resampling_ncal_250,0.8603285007341398,0.11178552336028955
,-0.24356553165089787,,,0.06577702357739738,,,,,0.11972118380553308,C_resampling_ncal_500,0.7801528554537281,0.09896182987466301
,-0.4283251809787083,,,0.04225242214603145,,,,,0.11965842447250247,C_resampling_ncal_1000,0.8519553690841334,0.0773963285909477
,0.01235980765258617,,,0.026066945972899398,,,,,0.11606679647446139,C_resampling_ncal_2000,0.8779329225801006,0.05864937652534655
