n_cal,x_test,p_true,ambiguity,mean_mid,sd_mid_across_resamples,mean_width,abs_error
50,-1.8464106844741235,0.10001235285806558,0.18001976426771873,0.49166666666666653,0.12173514054883432,0.07142857142857144,0.39165431380860094
50,-1.8397328881469115,0.10001285783824253,0.18002057221054002,0.49166666666666653,0.12173514054883432,0.07142857142857144,0.391653808828424
50,-1.8330550918196995,0.10001338346147322,0.18002141318012305,0.49166666666666653,0.12173514054883432,0.07142857142857144,0.3916532832051933
50,-1.8263772954924875,0.10001393057159498,0.18002228852643032,0.49166666666666653,0.12173514054883432,0.07142857142857144,0.39165273609507156
50,-1.8196994991652755,0.10001450004693671,0.180023199654596,0.49166666666666653,0.12173514054883432,0.07142857142857144,0.3916521666197298
50,-1.8130217028380635,0.10001509280172856,0.18002414802718036,0.49166666666666653,0.12173514054883432,0.07142857142857144,0.391651573864938
50,-1.8063439065108513,0.1000157097875691,0.1800251351665157,0.49166666666666653,0.12173514054883432,0.07142857142857144,0.39165095687909746
50,-1.7996661101836393,0.10001635199495254,0.1800261626571486,0.49166666666666653,0.12173514054883432,0.07142857142857144,0.39165031467171396
50,-1.7929883138564273,0.10001702045485829,0.18002723214838148,0.49166666666666653,0.12173514054883432,0.07142857142857144,0.39164964621180826
50,-1.7863105175292153,0.10001771624040542,0.18002834535691833,0.49166666666666653,0.12173514054883432,0.07142857142857144,0.39164895042626113
50,-1.7796327212020033,0.1000184404685748,0.18002950406961793,0.49166666666666653,0.12173514054883432,0.07142857142857144,0.3916482261980917
50,-1.7729549248747913,0.10001919430200155,0.18003071014636002,0.49166666666666653,0.12173514054883432,0.07142857142857144,0.39164747236466496
50,-1.7662771285475793,0.10001997895084067,0.1800319655230281,0.49166666666666653,0.12173514054883432,0.07142857142857144,0.3916466877158259
50,-1.7595993322203674,0.10002079567470892,0.1800332722146141,0.49166666666666653,0.12173514054883432,0.07142857142857144,0.3916458709919576
50,-1.7529215358931554,0.10002164578470608,0.18003463231844974,0.49166666666666653,0.12173514054883432,0.07142857142857144,0.39164502088196046
50,-1.7462437395659434,0.10002253064551869,0.18003604801756992,0.49166666666666653,0.12173514054883432,0.07142857142857144,0.39164413602114784
50,-1.7395659432387311,0.10002345167760966,0.1800375215842131,0.49166666666666653,0.12173514054883432,0.07142857142857144,0.39164321498905685
50,-1.7328881469115192,0.10002441035949754,0.18003905538346476,0.49166666666666653,0.12173514054883432,0.07142857142857144,0.391642256307169
50,-1.7262103505843072,0.1000254082301286,0.18004065187704946,0.49166666666666653,0.12173514054883432,0.07142857142857144,0.3916412584365379
50,-1.7195325542570952,0.10002644689134604,0.18004231362727754,0.49166666666666653,0.12173514054883432,0.07142857142857144,0.3916402197753205
50,-1.7128547579298832,0.10002752801045983,0.180044043301153,0.49166666666666653,0.12173514054883432,0.07142857142857144,0.3916391386562067
50,-1.7061769616026712,0.10002865332292166,0.18004584367464882,0.49166666666666653,0.12173514054883432,0.07142857142857144,0.3916380133437449
50,-1.699499165275459,0.10002982463510901,0.18004771763715668,0.49166666666666653,0.12173514054883432,0.07142857142857144,0.3916368420315575
50,-1.692821368948247,0.10003104382722298,0.18004966819611837,0.49166666666666653,0.12173514054883432,0.07142857142857144,0.39163562283944353
50,-1.686143572621035,0.10003231285630444,0.18005169848184574,0.49166666666666653,0.12173514054883432,0.07142857142857144,0.3916343538103621
50,-1.679465776293823,0.10003363375937326,0.18005381175253768,0.49166666666666653,0.12173514054883432,0.07142857142857144,0.3916330329072933
50,-1.672787979966611,0.10003500865669576,0.18005601139950111,0.49166666666666653,0.12173514054883432,0.07142857142857144,0.3916316580099708
50,-1.666110183639399,0.10003643975518563,0.1800583009525855,0.49166666666666653,0.12173514054883432,0.07142857142857144,0.3916302269114809
50,-1.659432387312187,0.10003792935194351,0.18006068408583814,0.49166666666666653,0.12173514054883432,0.07142857142857144,0.39162873731472303
50,-1.652754590984975,0.10003947983794124,0.18006316462339078,0.49166666666666653,0.12173514054883432,0.07142857142857144,0.39162718682872527
50,-1.646076794657763,0.10004109370185643,0.18006574654558563,0.49166666666666653,0.12173514054883432,0.07142857142857144,0.3916255729648101
50,-1.639398998330551,0.10004277353406349,0.18006843399535116,0.49166666666666653,0.12173514054883432,0.07142857142857144,0.39162389313260304
